occ_code,occupation_title,major_group_code,major_group_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,adoption_gap_absolute,observed_to_theoretical_ratio,underadoption_ratio,total_employment,annual_mean_wage,job_zone,digital_information_index,interpersonal_index,physical_index,decision_index,compliance_index,log_total_employment,log_annual_mean_wage,digital_information_index_z,interpersonal_index_z,physical_index_z,decision_index_z,compliance_index_z,job_zone_factor,regression_weight
25-9021,Farm and Home Management Educators,25,Educational Instruction and Library,0,0.6666666666666666,0.7037037037037037,0.6666666666666666,0,1,10620,58040,5,3.945,4.16,3.032,3.813333333333333,3.37,9.27058845232154,10.968887706998125,0.3455167308677253,0.5182610361457309,0.12048736719491752,-0.18184371301759758,-0.9133892049406648,5,10620
25-1124,"Foreign Language and Literature Teachers, Postsecondary",25,Educational Instruction and Library,0.2403,0.8,0.8444444444444444,0.5597000000000001,0.300375,0.6996249999999999,19640,82990,5,4.023333333333333,3.2699999999999996,1.354,3.6666666666666665,2.745,9.8853744971092,11.326475397592494,0.42792802542377467,-1.5226770542819115,-1.5179614176492195,-0.5251991184173549,-2.0242400984392828,5,19640
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",25,Educational Instruction and Library,0.0206,0.7608695652173912,0.6304347826086957,0.7402695652173913,0.02707428571428571,0.9729257142857144,1180,93510,5,5.22,4.1850000000000005,3.064,4.056666666666667,3.345,7.074116816197362,11.445823661429493,1.6868920571523542,0.5755907577869577,0.1517331127938522,0.3878141186683648,-0.9578232406806093,5,1180
25-1064,"Geography Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7727272727272727,0.6818181818181819,0.7727272727272727,0,1,3440,88150,5,5.166666666666667,3.6975,1.844,3.61,3.52,8.14351740579748,11.386795187826015,1.6307822395822789,-0.5423388142169485,-1.0395109381655323,-0.6578591614127158,-0.6467849905009966,5,3440
25-1071,"Health Specialties Teachers, Postsecondary",25,Educational Instruction and Library,0.3045,0.8250000000000001,0.6000000000000001,0.5205000000000001,0.369090909090909,0.630909090909091,191830,133310,5,4.513333333333334,4.12,2.426,4.2266666666666675,3.85,12.164370055065762,11.800432522107723,0.943436974348848,0.4265334815197695,-0.4712289400849078,0.7857942476544495,-0.060255718733726205,5,191830
25-1125,"History Teachers, Postsecondary",25,Educational Instruction and Library,0.0994,0.8,0.8222222222222223,0.7006,0.12425,0.87575,18590,86460,5,5.140000000000001,3.4025000000000003,1.4220000000000002,4.116666666666666,3.495,9.830432871630217,11.367437158221623,1.6027273307972412,-1.2188295295834126,-1.4515642082514832,0.5282776936046284,-0.6912190262409412,5,18590
25-9031,Instructional Coordinators,25,Educational Instruction and Library,0.3043,0.8,0.775,0.4957,0.380375,0.619625,184740,70560,5,4.515,4.140000000000001,2.276,3.6466666666666665,3.865,12.126710123144834,11.164218690680674,0.9451904061479122,0.47239725883275124,-0.6176933725799144,-0.5720203100627764,-0.03359529728975916,5,184740
25-2012,"Kindergarten Teachers, Except Special Education",25,Educational Instruction and Library,0,0.410958904109589,0.4520547945205479,0.410958904109589,0,1,120730,64490,4,3.358333333333334,4.494999999999999,3.152,4.06,3.49,11.701320209237545,11.074265452004424,-0.2716912624031098,1.2864793061381556,0.23765891319092267,0.3956176506092675,-0.70010583338893,4,120730
25-1112,"Law Teachers, Postsecondary",25,Educational Instruction and Library,0,0.775,0.75,0.775,0,1,14110,130820,5,4.7749999999999995,3.65,1.31,4.1066666666666665,4.21,9.55470991405776,11.781577611515203,1.2187257668020324,-0.6512652853352774,-1.5609243178477548,0.5048670977819182,0.5795943959214775,5,14110
25-4022,Librarians and Media Collections Specialists,25,Educational Instruction and Library,0.2032,0.912280701754386,0.7368421052631579,0.7090807017543861,0.22273846153846152,0.7772615384615384,127790,64180,5,3.665000000000001,4.0975,2.522,3.6466666666666665,3.365,11.758151395910577,11.069446914663848,0.05094018862482752,0.37493673204266625,-0.3774917032881041,-0.5720203100627764,-0.9222760120886535,5,127790
25-1082,"Library Science Teachers, Postsecondary",25,Educational Instruction and Library,0.018,0.8085106382978723,0.6170212765957447,0.7905106382978723,0.02226315789473684,0.9777368421052632,4330,80850,5,5.093333333333333,3.635,1.154,3.9966666666666666,3.58,8.373553741214627,11.300350865005253,1.5536312404234234,-0.6856631183200133,-1.7132473276425615,0.24735054373210014,-0.5401433047251292,5,4330
25-4031,Library Technicians,25,Educational Instruction and Library,0.054,0.75,0.7884615384615385,0.696,0.072,0.928,73000,39070,3,2.69,3.997500000000001,2.66,3.786666666666666,3.295,11.19822841866684,10.573110188049116,-0.974817413828125,0.1456178454777646,-0.24274442539269797,-0.24427196854482666,-1.0466913121604993,3,73000
25-1022,"Mathematical Science Teachers, Postsecondary",25,Educational Instruction and Library,0.4305,0.7837837837837838,0.6756756756756757,0.3532837837837838,0.5492586206896551,0.45074137931034486,44140,87980,5,4.096666666666667,3.8625,1.7419999999999998,3.626666666666667,3.015,10.69514433474214,11.384864794902711,0.5050790245826291,-0.1639626513848577,-1.1391067522621368,-0.618841501708197,-1.5443525124478799,5,44140
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",25,Educational Instruction and Library,0.2972,0.6231884057971014,0.4782608695652174,0.3259884057971014,0.4769023255813954,0.5230976744186047,592000,66880,4,4.138333333333333,4.17,2.818,3.963333333333334,3.685,13.291263603053904,11.110655247758583,0.5489148195592503,0.5411929248022208,-0.0884685564979581,0.16931522432306562,-0.3535203546173614,4,592000
25-4013,Museum Technicians and Conservators,25,Educational Instruction and Library,0,0.4210526315789473,0.3684210526315789,0.4210526315789473,0,1,10960,52030,4,3.1783333333333332,3.74,3.5200000000000005,3.8966666666666665,3.36,9.302098797215724,10.85957575428435,-0.4610618967021169,-0.4448782874268636,0.5969849875786718,0.013244585504992381,-0.9311628192366431,4,10960
25-1072,"Nursing Instructors and Teachers, Postsecondary",25,Educational Instruction and Library,0.1909,0.6470588235294118,0.6078431372549019,0.45615882352941184,0.2950272727272727,0.7049727272727273,68060,82040,5,4.783333333333334,4.35,2.832,4.1466666666666665,4.8,11.12815964086497,11.314962212186316,1.2274929257973581,0.9539669206190464,-0.07479854279842438,0.5985094810727613,1.6282376393841727,5,68060
25-1126,"Philosophy and Religion Teachers, Postsecondary",25,Educational Instruction and Library,0.2197,0.7727272727272727,0.8181818181818182,0.5530272727272727,0.28431764705882356,0.7156823529411764,20850,88260,5,4.431666666666667,3.4625000000000004,1.294,4.056666666666667,3.965,9.94515718770752,11.388042282823537,0.8575188161946687,-1.0812381976444705,-1.5765471906472222,0.3878141186683648,0.14414084567001909,5,20850
25-1054,"Physics Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7209302325581395,0.5813953488372093,0.7209302325581395,0,1,12460,99480,5,5.1433333333333335,3.8575,2.022,3.893333333333333,3.4,9.430359045942868,11.507711897917341,1.6062341943953704,-0.17542859571310263,-0.8657064782714584,0.0054410535640886165,-0.8600683620527315,5,12460
25-1065,"Political Science Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7804878048780488,0.6341463414634146,0.7804878048780488,0,1,14060,98980,5,4.825,3.725,1.096,4.133333333333334,3.25,9.551160286590816,11.502673088505878,1.2713287207739794,-0.4792761204115994,-1.7698802415406303,0.5672953533091483,-1.1266725764923997,5,14060
25-2011,"Preschool Teachers, Except Special Education",25,Educational Instruction and Library,0,0.3939393939393939,0.4696969696969697,0.3939393939393939,0,1,391670,36460,3,2.0783333333333336,4.0975,3.154,3.573333333333333,2.97,12.87817748066087,10.503971048232653,-1.6183268840849336,0.37493673204266625,0.23961177229085587,-0.7436980127626562,-1.62433377677978,3,391670
25-1066,"Psychology Teachers, Postsecondary",25,Educational Instruction and Library,0.3219,0.8,0.62,0.4781,0.402375,0.5976250000000001,36060,88390,5,5.165,3.8,1.5279999999999998,3.9766666666666666,3.975,10.49296722793131,11.389514120054994,1.6290288077832136,-0.3072869554879224,-1.3480626759550125,0.20052935208667858,0.1619144599659974,5,36060
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",25,Educational Instruction and Library,0.1138,0.8372093023255813,0.8604651162790697,0.7234093023255813,0.1359277777777778,0.8640722222222222,13860,79080,5,4.403333333333333,4.125,2.548,4.163333333333333,3.84,9.536834420213353,11.278215277284554,0.8277104756105659,0.4379994258480144,-0.35210453498896943,0.637527140777279,-0.07802933302970451,5,13860
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",25,Educational Instruction and Library,0.2901,0.6349206349206349,0.5238095238095237,0.34482063492063486,0.4569075000000001,0.5430925,1020240,69530,4,3.665000000000001,4.260000000000001,2.628,3.77,3.4400000000000004,13.835549431861832,11.149513593093063,0.05094018862482752,0.7475799227106357,-0.2739901709916327,-0.2832896282493434,-0.788973904868819,4,1020240
25-3021,Self-Enrichment Teachers,25,Educational Instruction and Library,0.0662,0.56,0.56,0.49380000000000007,0.11821428571428567,0.8817857142857143,216910,49230,3,3.01,4.1725,2.302,3.9533333333333336,2.885,12.287242410144053,10.804258472752247,-0.6381585084076693,0.5469258969663443,-0.5923062042807797,0.14590462850035432,-1.775409498295593,3,216910
25-1113,"Social Work Teachers, Postsecondary",25,Educational Instruction and Library,0,0.6818181818181819,0.7272727272727273,0.6818181818181819,0,1,12280,77650,5,4.331666666666666,3.835,1.648,3.703333333333333,3.54,9.415808631610384,11.259966828576832,0.7523129082507758,-0.22702534519020584,-1.2308911299590073,-0.4393602670674156,-0.6112377619090408,5,12280
25-1067,"Sociology Teachers, Postsecondary",25,Educational Instruction and Library,0,0.7272727272727273,0.5909090909090909,0.7272727272727273,0,1,12550,87850,5,5.505,3.6175,1.25,3.919999999999999,3.5549999999999997,9.437555622660446,11.383386093615243,1.986728894792448,-0.7257939234688705,-1.6195100908457574,0.06786930909131562,-0.5845773404650746,5,12550
25-2059,"Special Education Teachers, All Other",25,Educational Instruction and Library,0.0257,0.65,0.3,0.6243000000000001,0.03953846153846153,0.9604615384615384,38000,71330,5,3.588333333333334,4.297499999999999,4.247999999999999,3.7366666666666664,3.325,10.545367754151743,11.175072275272084,-0.02971767413215717,0.8335745051724717,1.3078256999544344,-0.36132494765838,-0.9933704692725651,5,38000
25-2057,"Special Education Teachers, Middle School",25,Educational Instruction and Library,0.134,0.5324675324675325,0.4805194805194805,0.3984675324675325,0.25165853658536586,0.7483414634146341,79070,68860,4,3.341666666666667,4.0475,2.5479999999999996,3.4866666666666664,3.3049999999999997,11.278101462006626,11.139830736892515,-0.28922558039375895,0.26027728876021494,-0.3521045349889699,-0.9465898432261489,-1.0289176978645218,4,79070
25-2051,"Special Education Teachers, Preschool",25,Educational Instruction and Library,0.0058,0.2857142857142857,0.4428571428571428,0.27991428571428567,0.0203,0.9797,21130,71970,5,3.703333333333333,4.345000000000001,3.2900000000000005,4,3.375,9.958496435566927,11.18400464450185,0.09126912000331847,0.9425009762908035,0.3724061910863288,0.2551540756730039,-0.904502397792676,5,21130
25-2058,"Special Education Teachers, Secondary School",25,Educational Instruction and Library,0.0989,0.5,0.4358974358974359,0.4011,0.1978,0.8022,145690,70100,4,4.078333333333333,4.405,2.498,4.276666666666666,3.96,11.889243219513565,11.157678073022682,0.48579127479291523,1.080092308229745,-0.4009260124873047,0.9028472267680008,0.13525403852203033,4,145690
25-9044,"Teaching Assistants, Postsecondary",25,Educational Instruction and Library,0.1002,0.7272727272727273,0.5454545454545454,0.6270727272727273,0.13777499999999998,0.862225,121290,41170,5,3.611666666666667,3.8475,1.804,3.286666666666666,3.35,11.705947895971716,10.62546511476395,-0.005169628945249294,-0.1983604843695925,-1.0785681201642006,-1.4148017596803644,-0.9489364335326206,5,121290
25-3041,Tutors,25,Educational Instruction and Library,0.4077,0.9142857142857144,0.5714285714285714,0.5065857142857144,0.445921875,0.554078125,147100,41780,3,3.485,4.3725,1.37,3.3333333333333335,2.85,11.898874704662955,10.640173035110557,-0.13843044567418003,1.0055636700961497,-1.5023385448497522,-1.3055523125077126,-1.837617148331515,3,147100
27-1011,Art Directors,27,"Arts, Design, Entertainment, Sports, and Media",0.2098,0.9310344827586208,0.7931034482758621,0.7212344827586208,0.2253407407407407,0.7746592592592593,42080,115430,4,3.6766666666666663,3.7075,1.42,3.72,3.465,10.647351611387782,11.656419564608958,0.06321421121828029,-0.5194069255604576,-1.4535170673514168,-0.4003426073628968,-0.7445398691288753,4,42080
27-4011,Audio and Video Technicians,27,"Arts, Design, Entertainment, Sports, and Media",0.0173,0.75,0.475,0.7327,0.02306666666666666,0.9769333333333332,50590,55310,3,3.3783333333333334,3.975,2.8280000000000003,4.010000000000001,3.91,10.831528973842945,10.920709002988724,-0.25065008081433177,0.09402109600065936,-0.07870426099829078,0.27856467149571623,0.046385967042141214,3,50590
27-3011,Broadcast Announcers and Radio Disc Jockeys,27,"Arts, Design, Entertainment, Sports, and Media",0.0634,0.9,0.6000000000000001,0.8366,0.07044444444444443,0.9295555555555556,24580,56110,4,3.471666666666667,4.0825,2.02,4.293333333333333,3.955,10.109729065774982,10.935069328745017,-0.1524579000666984,0.34053889905792945,-0.8676593373713917,0.9418648864725185,0.12636723137404157,4,24580
27-4012,Broadcast Technicians,27,"Arts, Design, Entertainment, Sports, and Media",0.0197,0.7619047619047619,0.3333333333333333,0.7422047619047618,0.02585625,0.97414375,25270,51280,3,3.785,3.7625,2.854,3.97,3.895000000000001,10.137412772215015,10.845056091594552,0.17718727815749766,-0.3932815379497604,-0.053317092699156556,0.18492228820487208,0.019725545598175742,3,25270
27-4031,"Camera Operators, Television, Video, and Film",27,"Arts, Design, Entertainment, Sports, and Media",0.1651,0.7878787878787878,0.3333333333333333,0.6227787878787878,0.20955,0.79045,20280,61740,3,2.638333333333333,4.2275,3.4339999999999997,3.456666666666667,3.17,9.917439766154132,11.03068729805615,-1.0291737995991364,0.6730512845770406,0.5130120462815341,-1.0168216306942797,-1.268861490860223,3,20280
27-2032,Choreographers,27,"Arts, Design, Entertainment, Sports, and Media",0.0801,0.4857142857142857,0.2,0.4056142857142857,0.16491176470588237,0.8350882352941176,3990,49630,3,2.981666666666667,4.3775,3.734,3.3333333333333335,2.6799999999999997,8.291797105048733,10.812350768581487,-0.6679668489917717,1.0170296144243967,0.8059409112715469,-1.3055523125077126,-2.13976859136314,3,3990
27-2022,Coaches and Scouts,27,"Arts, Design, Entertainment, Sports, and Media",0,0.5333333333333333,0.2444444444444444,0.5333333333333333,0,1,193740,50550,4,3.2483333333333335,3.9675,3.556,3.790000000000001,3.365,12.17427749452378,10.830718224448617,-0.38741776114139187,0.07682217950829094,0.6321364513774729,-0.23646843660391978,-0.9222760120886535,4,193740
27-1021,Commercial and Industrial Designers,27,"Arts, Design, Entertainment, Sports, and Media",0.0437,0.9310344827586208,0.7586206896551724,0.8873344827586208,0.04693703703703703,0.953062962962963,27940,79680,4,3.379999999999999,4.08,1.886,4.023333333333333,3.83,10.237850423151144,11.28577389225848,-0.24889664901526803,0.334805926893808,-0.9985008970669307,0.3097787992593292,-0.09580294732568201,4,27940
27-3092,Court Reporters and Simultaneous Captioners,27,"Arts, Design, Entertainment, Sports, and Media",0.3431,1,0.9166666666666666,0.6569,0.3431,0.6569,12300,65240,3,3.611666666666667,4.3475,1.45,3.643333333333333,3.405,9.417435838868785,11.08582805673495,-0.005169628945249294,0.948233948454925,-1.4242241808524156,-0.5798238420036802,-0.8511815549047427,3,12300
27-1012,Craft Artists,27,"Arts, Design, Entertainment, Sports, and Media",0.053900000000000003,0.5172413793103449,0.3793103448275862,0.46334137931034486,0.10420666666666668,0.8957933333333333,3740,40730,3,2.686666666666667,2.7249999999999996,2.678,3.0533333333333332,3,8.227108234348146,10.614720200642457,-0.9783242774262545,-2.7724649860606356,-0.22516869349329743,-1.9610489955436143,-1.5710129338918468,3,3740
27-3041,Editors,27,"Arts, Design, Entertainment, Sports, and Media",0.246,0.9411764705882352,0.7647058823529411,0.6951764705882352,0.261375,0.738625,88780,76400,4,3.5733333333333337,4.0525,1.658,4.183333333333334,3.685000000000001,11.393927942122742,11.243737975154612,-0.04549856032374117,0.2717432330884599,-1.2211268344593402,0.6843483324227017,-0.35352035461735987,4,88780
